touch_id,lead_id,account_id,touch_timestamp,touch_type,source,subsource,campaign
touch_000098_ft,00Q000000098,,2025-11-09 14:58:07.451155+00:00,marketing_touch,Organic Search,organic_search,SEO - Nonbrand
touch_000156_ft,00Q000000156,001000000454,2025-11-09 14:58:07.455986+00:00,marketing_touch,Paid Search,paid_search,Google Search - Demo
touch_000079_lt,00Q000000079,,2025-11-10 14:58:07.449736+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000084_ft,00Q000000084,001000000554,2025-11-12 14:58:07.450129+00:00,marketing_touch,Partner,partner,Channel Partner
touch_000029_lt,00Q000000029,001000000418,2025-11-14 14:58:07.445694+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000140_nu,00Q000000140,001000000266,2025-11-14 14:58:07.454496+00:00,nurture_touch,Email,email,Mid-Funnel Nurture
touch_000165_lt,00Q000000165,001000000428,2025-11-14 14:58:07.456722+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000131_ft,00Q000000131,001000000312,2025-11-15 14:58:07.453696+00:00,marketing_touch,Paid Search,paid_search,Google Search - Demo
touch_000178_ft,00Q000000178,,2025-11-15 14:58:07.457814+00:00,marketing_touch,Paid Search,paid_search,Google Search - Demo
touch_000040_nu,00Q000000040,001000000234,2025-11-16 14:58:07.446556+00:00,nurture_touch,Email,email,Mid-Funnel Nurture
touch_000037_lt,00Q000000037,001000000415,2025-11-17 14:58:07.446314+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000132_ft,00Q000000132,001000000527,2025-11-17 14:58:07.453801+00:00,marketing_touch,Field Event,field_event,Executive Dinner
touch_000018_lt,00Q000000018,,2025-11-18 14:58:07.444742+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000048_lt,00Q000000048,001000000482,2025-11-18 14:58:07.447104+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000136_ft,00Q000000136,001000000093,2025-11-18 14:58:07.454147+00:00,marketing_touch,Paid Search,paid_search,Google Search - Demo
touch_000040_lt,00Q000000040,001000000234,2025-11-20 14:58:07.446556+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000063_lt,00Q000000063,001000000551,2025-11-20 14:58:07.448345+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000075_ft,00Q000000075,001000000316,2025-11-20 14:58:07.449546+00:00,marketing_touch,Organic Search,organic_search,SEO - Nonbrand
touch_000093_lt,00Q000000093,,2025-11-20 14:58:07.450857+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000105_ft,00Q000000105,001000000034,2025-11-21 14:58:07.451829+00:00,marketing_touch,Organic Search,organic_search,SEO - Nonbrand
touch_000028_lt,00Q000000028,001000000392,2025-11-22 14:58:07.445586+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000032_ft,00Q000000032,001000000544,2025-11-22 14:58:07.445934+00:00,marketing_touch,Partner,partner,Channel Partner
touch_000038_ft,00Q000000038,001000000472,2025-11-22 14:58:07.446421+00:00,marketing_touch,Organic Search,organic_search,SEO - Nonbrand
touch_000146_lt,00Q000000146,001000000147,2025-11-22 14:58:07.454982+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000179_lt,00Q000000179,,2025-11-22 14:58:07.457841+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000114_lt,00Q000000114,001000000402,2025-11-23 14:58:07.452552+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000057_lt,00Q000000057,001000000400,2025-11-24 14:58:07.447751+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000082_ft,00Q000000082,001000000167,2025-11-24 14:58:07.449913+00:00,marketing_touch,Paid Search,paid_search,Google Search - Demo
touch_000087_lt,00Q000000087,,2025-11-24 14:58:07.450375+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000120_lt,00Q000000120,001000000156,2025-11-24 14:58:07.452871+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000009_ft,00Q000000009,001000000151,2025-11-25 14:58:07.444076+00:00,marketing_touch,Partner,partner,Channel Partner
touch_000020_nu,00Q000000020,,2025-11-26 14:58:07.444878+00:00,nurture_touch,Email,email,Mid-Funnel Nurture
touch_000055_lt,00Q000000055,,2025-11-26 14:58:07.447534+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000120_nu,00Q000000120,001000000156,2025-11-26 14:58:07.452871+00:00,nurture_touch,Email,email,Mid-Funnel Nurture
touch_000091_ft,00Q000000091,001000000138,2025-11-27 14:58:07.450805+00:00,marketing_touch,Organic Search,organic_search,SEO - Nonbrand
touch_000159_ft,00Q000000159,,2025-11-27 14:58:07.456147+00:00,marketing_touch,Field Event,field_event,Executive Dinner
touch_000174_lt,00Q000000174,001000000129,2025-11-27 14:58:07.457540+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000011_ft,00Q000000011,,2025-11-28 14:58:07.444217+00:00,marketing_touch,Partner,partner,Channel Partner
touch_000157_lt,00Q000000157,001000000546,2025-11-28 14:58:07.456094+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000161_lt,00Q000000161,001000000265,2025-11-28 14:58:07.456368+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000072_lt,00Q000000072,,2025-11-29 14:58:07.449094+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000164_ft,00Q000000164,001000000224,2025-11-30 14:58:07.456614+00:00,marketing_touch,Field Event,field_event,Executive Dinner
touch_000170_ft,00Q000000170,,2025-11-30 14:58:07.457104+00:00,marketing_touch,Paid Search,paid_search,Google Search - Demo
touch_000017_lt,00Q000000017,001000000063,2025-12-01 14:58:07.444714+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000046_lt,00Q000000046,001000000166,2025-12-01 14:58:07.446966+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000175_lt,00Q000000175,,2025-12-01 14:58:07.457567+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000177_lt,00Q000000177,001000000003,2025-12-01 14:58:07.457787+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000119_ft,00Q000000119,001000000123,2025-12-02 14:58:07.452763+00:00,marketing_touch,Partner,partner,Channel Partner
touch_000128_lt,00Q000000128,,2025-12-02 14:58:07.453444+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000012_ft,00Q000000012,,2025-12-03 14:58:07.444244+00:00,marketing_touch,Partner,partner,Channel Partner
touch_000112_lt,00Q000000112,,2025-12-04 14:58:07.452337+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000145_lt,00Q000000145,001000000569,2025-12-04 14:58:07.454874+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000023_ft,00Q000000023,001000000202,2025-12-05 14:58:07.445203+00:00,marketing_touch,Organic Search,organic_search,SEO - Nonbrand
touch_000090_ft,00Q000000090,001000000478,2025-12-05 14:58:07.450698+00:00,marketing_touch,Organic Search,organic_search,SEO - Nonbrand
touch_000043_ft,00Q000000043,,2025-12-06 14:58:07.446718+00:00,marketing_touch,Paid Search,paid_search,Google Search - Demo
touch_000033_lt,00Q000000033,001000000241,2025-12-08 14:58:07.446042+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000045_nu,00Q000000045,,2025-12-09 14:58:07.446855+00:00,nurture_touch,Email,email,Mid-Funnel Nurture
touch_000122_ft,00Q000000122,001000000369,2025-12-09 14:58:07.453006+00:00,marketing_touch,Paid Search,paid_search,Google Search - Demo
touch_000124_lt,00Q000000124,,2025-12-09 14:58:07.453141+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000140_lt,00Q000000140,001000000266,2025-12-10 14:58:07.454496+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000022_lt,00Q000000022,001000000384,2025-12-11 14:58:07.445096+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000108_ft,00Q000000108,,2025-12-11 14:58:07.451989+00:00,marketing_touch,Partner,partner,Channel Partner
touch_000021_ft,00Q000000021,001000000325,2025-12-12 14:58:07.444988+00:00,marketing_touch,Partner,partner,Channel Partner
touch_000030_ft,00Q000000030,001000000284,2025-12-12 14:58:07.445800+00:00,marketing_touch,Partner,partner,Channel Partner
touch_000049_lt,00Q000000049,,2025-12-12 14:58:07.447131+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000154_lt,00Q000000154,001000000551,2025-12-12 14:58:07.455771+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000075_nu,00Q000000075,001000000316,2025-12-13 14:58:07.449546+00:00,nurture_touch,Email,email,Mid-Funnel Nurture
touch_000076_lt,00Q000000076,,2025-12-14 14:58:07.449573+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000010_nu,00Q000000010,001000000039,2025-12-15 14:58:07.444188+00:00,nurture_touch,Email,email,Mid-Funnel Nurture
touch_000020_lt,00Q000000020,,2025-12-16 14:58:07.444878+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000115_ft,00Q000000115,,2025-12-16 14:58:07.452578+00:00,marketing_touch,Organic Search,organic_search,SEO - Nonbrand
touch_000166_ft,00Q000000166,001000000566,2025-12-16 14:58:07.456833+00:00,marketing_touch,Paid Search,paid_search,Google Search - Demo
touch_000167_ft,00Q000000167,001000000344,2025-12-16 14:58:07.456941+00:00,marketing_touch,Organic Search,organic_search,SEO - Nonbrand
touch_000101_ft,00Q000000101,,2025-12-18 14:58:07.451397+00:00,marketing_touch,Paid Search,paid_search,Google Search - Demo
touch_000117_lt,00Q000000117,,2025-12-18 14:58:07.452629+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000068_lt,00Q000000068,,2025-12-20 14:58:07.448766+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000173_ft,00Q000000173,001000000430,2025-12-20 14:58:07.457431+00:00,marketing_touch,Organic Search,organic_search,SEO - Nonbrand
touch_000010_lt,00Q000000010,001000000039,2025-12-21 14:58:07.444188+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000026_lt,00Q000000026,,2025-12-21 14:58:07.445368+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000095_lt,00Q000000095,001000000518,2025-12-21 14:58:07.450994+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000095_nu,00Q000000095,001000000518,2025-12-21 14:58:07.450994+00:00,nurture_touch,Email,email,Mid-Funnel Nurture
touch_000147_lt,00Q000000147,001000000466,2025-12-21 14:58:07.455089+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000024_lt,00Q000000024,,2025-12-22 14:58:07.445230+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000025_ft,00Q000000025,001000000043,2025-12-22 14:58:07.445342+00:00,marketing_touch,Partner,partner,Channel Partner
touch_000100_nu,00Q000000100,001000000040,2025-12-22 14:58:07.451371+00:00,nurture_touch,Email,email,Mid-Funnel Nurture
touch_000113_lt,00Q000000113,001000000277,2025-12-22 14:58:07.452444+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000071_lt,00Q000000071,001000000354,2025-12-24 14:58:07.449065+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000014_ft,00Q000000014,,2025-12-25 14:58:07.444382+00:00,marketing_touch,Paid Search,paid_search,Google Search - Demo
touch_000035_nu,00Q000000035,,2025-12-25 14:58:07.446095+00:00,nurture_touch,Email,email,Mid-Funnel Nurture
touch_000007_ft,00Q000000007,001000000349,2025-12-26 14:58:07.443851+00:00,marketing_touch,Field Event,field_event,Executive Dinner
touch_000054_lt,00Q000000054,,2025-12-26 14:58:07.447509+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000077_ft,00Q000000077,001000000533,2025-12-26 14:58:07.449682+00:00,marketing_touch,Organic Search,organic_search,SEO - Nonbrand
touch_000045_lt,00Q000000045,,2025-12-27 14:58:07.446855+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000138_lt,00Q000000138,,2025-12-27 14:58:07.454282+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000156_lt,00Q000000156,001000000454,2025-12-27 14:58:07.455986+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000162_ft,00Q000000162,,2025-12-27 14:58:07.456396+00:00,marketing_touch,Partner,partner,Channel Partner
touch_000169_ft,00Q000000169,,2025-12-27 14:58:07.457077+00:00,marketing_touch,Organic Search,organic_search,SEO - Nonbrand
touch_000070_nu,00Q000000070,,2025-12-28 14:58:07.448932+00:00,nurture_touch,Email,email,Mid-Funnel Nurture
touch_000031_lt,00Q000000031,,2025-12-29 14:58:07.445828+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000035_lt,00Q000000035,,2025-12-29 14:58:07.446095+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000075_lt,00Q000000075,001000000316,2025-12-29 14:58:07.449546+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000086_lt,00Q000000086,001000000278,2025-12-29 14:58:07.450347+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000168_lt,00Q000000168,001000000046,2025-12-29 14:58:07.457050+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000044_lt,00Q000000044,001000000014,2025-12-30 14:58:07.446828+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000133_lt,00Q000000133,001000000367,2025-12-30 14:58:07.453905+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000092_lt,00Q000000092,,2025-12-31 14:58:07.450832+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000172_lt,00Q000000172,001000000585,2026-01-01 14:58:07.457323+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000082_lt,00Q000000082,001000000167,2026-01-02 14:58:07.449913+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000078_ft,00Q000000078,,2026-01-04 14:58:07.449710+00:00,marketing_touch,Partner,partner,Channel Partner
touch_000084_lt,00Q000000084,001000000554,2026-01-04 14:58:07.450129+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000041_lt,00Q000000041,,2026-01-05 14:58:07.446582+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000062_lt,00Q000000062,,2026-01-05 14:58:07.448222+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000083_ft,00Q000000083,001000000069,2026-01-05 14:58:07.450022+00:00,marketing_touch,Field Event,field_event,Executive Dinner
touch_000100_lt,00Q000000100,001000000040,2026-01-05 14:58:07.451371+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000125_lt,00Q000000125,001000000354,2026-01-05 14:58:07.453255+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000001_ft,00Q000000001,,2026-01-06 14:58:07.442948+00:00,marketing_touch,Paid Search,paid_search,Google Search - Demo
touch_000125_nu,00Q000000125,001000000354,2026-01-07 14:58:07.453255+00:00,nurture_touch,Email,email,Mid-Funnel Nurture
touch_000170_nu,00Q000000170,,2026-01-07 14:58:07.457104+00:00,nurture_touch,Email,email,Mid-Funnel Nurture
touch_000009_lt,00Q000000009,001000000151,2026-01-08 14:58:07.444076+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000099_lt,00Q000000099,001000000490,2026-01-08 14:58:07.451265+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000011_lt,00Q000000011,,2026-01-11 14:58:07.444217+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000129_lt,00Q000000129,,2026-01-11 14:58:07.453471+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000153_ft,00Q000000153,001000000541,2026-01-11 14:58:07.455663+00:00,marketing_touch,Field Event,field_event,Executive Dinner
touch_000061_lt,00Q000000061,001000000170,2026-01-12 14:58:07.448190+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000060_nu,00Q000000060,001000000564,2026-01-13 14:58:07.448042+00:00,nurture_touch,Email,email,Mid-Funnel Nurture
touch_000070_lt,00Q000000070,,2026-01-13 14:58:07.448932+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000105_nu,00Q000000105,001000000034,2026-01-13 14:58:07.451829+00:00,nurture_touch,Email,email,Mid-Funnel Nurture
touch_000159_lt,00Q000000159,,2026-01-14 14:58:07.456147+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000042_lt,00Q000000042,001000000233,2026-01-15 14:58:07.446692+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000060_lt,00Q000000060,001000000564,2026-01-15 14:58:07.448042+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000098_lt,00Q000000098,,2026-01-15 14:58:07.451155+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000012_lt,00Q000000012,,2026-01-16 14:58:07.444244+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000059_lt,00Q000000059,001000000382,2026-01-16 14:58:07.447886+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000137_lt,00Q000000137,001000000125,2026-01-16 14:58:07.454256+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000178_lt,00Q000000178,,2026-01-16 14:58:07.457814+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000164_lt,00Q000000164,001000000224,2026-01-17 14:58:07.456614+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000151_ft,00Q000000151,001000000454,2026-01-18 14:58:07.455449+00:00,marketing_touch,Partner,partner,Channel Partner
touch_000091_lt,00Q000000091,001000000138,2026-01-19 14:58:07.450805+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000139_lt,00Q000000139,001000000574,2026-01-19 14:58:07.454390+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000080_ft,00Q000000080,,2026-01-20 14:58:07.449761+00:00,marketing_touch,Partner,partner,Channel Partner
touch_000143_lt,00Q000000143,001000000380,2026-01-25 14:58:07.454737+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000090_lt,00Q000000090,001000000478,2026-01-27 14:58:07.450698+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000090_nu,00Q000000090,001000000478,2026-01-27 14:58:07.450698+00:00,nurture_touch,Email,email,Mid-Funnel Nurture
touch_000105_lt,00Q000000105,001000000034,2026-01-27 14:58:07.451829+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000025_nu,00Q000000025,001000000043,2026-01-29 14:58:07.445342+00:00,nurture_touch,Email,email,Mid-Funnel Nurture
touch_000127_lt,00Q000000127,001000000460,2026-01-30 14:58:07.453416+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000170_lt,00Q000000170,,2026-01-31 14:58:07.457104+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000023_lt,00Q000000023,001000000202,2026-02-01 14:58:07.445203+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000032_lt,00Q000000032,001000000544,2026-02-02 14:58:07.445934+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000038_lt,00Q000000038,001000000472,2026-02-02 14:58:07.446421+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000166_lt,00Q000000166,001000000566,2026-02-02 14:58:07.456833+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000167_lt,00Q000000167,001000000344,2026-02-02 14:58:07.456941+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000077_lt,00Q000000077,001000000533,2026-02-03 14:58:07.449682+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000115_nu,00Q000000115,,2026-02-07 14:58:07.452578+00:00,nurture_touch,Email,email,Mid-Funnel Nurture
touch_000007_lt,00Q000000007,001000000349,2026-02-08 14:58:07.443851+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000021_lt,00Q000000021,001000000325,2026-02-08 14:58:07.444988+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000144_lt,00Q000000144,,2026-02-11 14:58:07.454764+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000078_lt,00Q000000078,,2026-02-12 14:58:07.449710+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000080_nu,00Q000000080,,2026-02-12 14:58:07.449761+00:00,nurture_touch,Email,email,Mid-Funnel Nurture
touch_000058_lt,00Q000000058,,2026-02-13 14:58:07.447777+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000083_lt,00Q000000083,001000000069,2026-02-13 14:58:07.450022+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000162_lt,00Q000000162,,2026-02-13 14:58:07.456396+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000153_lt,00Q000000153,001000000541,2026-02-14 14:58:07.455663+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000108_lt,00Q000000108,,2026-02-16 14:58:07.451989+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000025_lt,00Q000000025,001000000043,2026-02-18 14:58:07.445342+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000030_nu,00Q000000030,001000000284,2026-02-18 14:58:07.445800+00:00,nurture_touch,Email,email,Mid-Funnel Nurture
touch_000131_lt,00Q000000131,001000000312,2026-02-18 14:58:07.453696+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000001_lt,00Q000000001,,2026-02-19 14:58:07.442948+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000132_lt,00Q000000132,001000000527,2026-02-20 14:58:07.453801+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000173_lt,00Q000000173,001000000430,2026-02-20 14:58:07.457431+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000014_lt,00Q000000014,,2026-02-21 14:58:07.444382+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000119_lt,00Q000000119,001000000123,2026-02-21 14:58:07.452763+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000136_lt,00Q000000136,001000000093,2026-02-21 14:58:07.454147+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000151_lt,00Q000000151,001000000454,2026-02-21 14:58:07.455449+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000030_lt,00Q000000030,001000000284,2026-02-22 14:58:07.445800+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000101_lt,00Q000000101,,2026-02-23 14:58:07.451397+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000169_lt,00Q000000169,,2026-02-27 14:58:07.457077+00:00,marketing_touch,Email,email,Lifecycle Nurture
touch_000080_lt,00Q000000080,,2026-02-28 14:58:07.449761+00:00,marketing_touch,Paid Social,paid_social,LinkedIn Retargeting
touch_000122_lt,00Q000000122,001000000369,2026-02-28 14:58:07.453006+00:00,marketing_touch,Direct,direct,Direct Visit
touch_000043_lt,00Q000000043,,2026-03-02 14:58:07.446718+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
touch_000115_lt,00Q000000115,,2026-03-07 14:58:07.452578+00:00,marketing_touch,Webinar,webinar,Pipeline Webinar
